Obs No,HOME TYPE,CITY,BEDS,BATHS,SQFT,LOT SIZE,RATIO,AGE,YEAR BUILT, LIST PRICE ,DAYS ON MARKET, PRICE/SQFT , ORIGINAL LIST PRICE , LAST SALE PRICE , LAST PRICE/SQFT ,LAST SALE DATE,LATITUDE,LONGITUDE
603,Single Family Residential,Irvine,2,2,1100,2880,2.62,33,1985,595000,3,540.91,595000,398000.00,361.82,4/30/2010,33.720888,-117.770975
604,Single Family Residential,Los Angeles,3,2,1560,5101,3.27,63,1955,839000,1,537.82,839000,528000.00,338.46,7/15/2010,33.905803,-118.372326
605,Single Family Residential,Irvine,5,3.5,3200,6800,2.13,21,1997,1599888,148,499.97,1699888,1320000.00,412.5,4/4/2007,33.721945,-117.754717
606,Single Family Residential,Diamond Bar,4,2,1288,7722,6,56,1962,625000,1,485.25,625000,380000.00,295.03,11/24/2003,33.97373,-117.842347
607,Single Family Residential,Westlake Village,4,4.5,4267,13309,3.12,12,2006,899999,213,210.92,949000,1166500.00,273.38,11/15/2006,34.312295,-118.743901
608,Townhouse,Irvine,3,2.5,1750,2000,1.14,11,2007,669000,104,382.29,669000,648500.00,370.57,4/26/2007,33.695207,-117.745859
609,Single Family Residential,Westside,4,3.75,4722,6177,1.31,82,1936,3795000,38,803.68,4129000,192500.00,40.77,4/5/1978,34.003753,-118.48238
610,Single Family Residential,Westlake Village,4,3,2435,9092,3.73,49,1969,699999,112,287.47,769000,335000.00,137.58,11/30/1998,34.295822,-118.542526
611,Single Family Residential,Diamond Bar,4,3,2630,12545,4.77,31,1987,888000,91,337.64,958000,340000.00,129.28,11/1/1999,34.018134,-117.801156
612,Single Family Residential,Diamond Bar,4,2,10560,1859,5.68,53,1965,579888,160,311.94,588888,230000.00,123.72,3/28/2000,34.030116,-117.800669
613,Single Family Residential,Westside,3,3.5,2300,2700,1.17,14,2004,2295000,6,997.83,2295000,1370000.00,595.65,4/18/2012,33.986374,-118.463615
614,Single Family Residential,Redondo Beach,4,3.5,1972,8714,4.42,63,1955,1850000,132,938.13,1900000,450000.00,228.19,7/23/1992,33.875676,-118.393192
615,Single Family Residential,Diamond Bar,5,3,1760,13056,7.42,54,1964,589000,15,334.66,589000,450000.00,255.68,5/18/2011,34.021739,-117.797282
616,Single Family Residential,Westlake Village,3,2,1818,7300,4.02,57,1961,540000,76,297.03,540000,444000.00,244.22,11/24/2004,34.276143,-118.748864
617,Single Family Residential,Diamond Bar,6,9,14000,109728,7.84,29,1989,7990000,156,570.71,7900000,2550000.00,182.14,5/14/2004,33.975707,-117.814082
618,Single Family Residential,Los Angeles,3,2,2024,5200,2.57,63,1955,825000,2,407.61,825000,388000.00,191.7,8/31/2001,33.85197,-118.354512
619,Single Family Residential,Diamond Bar,3,2,1891,14877,7.87,45,1973,560000,139,296.14,599000,458000.00,242.2,7/5/2013,34.026917,-117.812983
620,Single Family Residential,Irvine,3,2.5,2150,4356,2.03,41,1977,765000,141,355.81,775000,352000.00,163.72,3/1/2001,33.711191,-117.761205
621,Single Family Residential,Irvine,3,2.5,1556,3219,2.07,31,1987,780000,95,501.29,795000,345000.00,221.72,7/14/2000,33.678081,-117.829089
622,Single Family Residential,Diamond Bar,5,4,4800,20358,4.24,15,2003,2268000,132,472.5,2268000,998000.00,207.92,3/7/2003,34.016041,-117.798593
623,Single Family Residential,Los Angeles,2,2,874,5851,6.69,64,1954,420000,1,480.55,420000,158000.00,180.78,9/19/2013,33.787183,-118.276748
624,Single Family Residential,Los Angeles,4,2.5,2350,7078,3.01,61,1957,778000,140,331.06,724500,535000.00,227.66,3/16/2009,33.802028,-118.312523
625,Single Family Residential,Diamond Bar,4,3,2083,10378,4.98,41,1977,789000,30,378.78,789000,546000.00,262.12,4/9/2004,33.994892,-117.822284
626,Single Family Residential,Los Angeles,2,1,1477,5134,3.48,91,1927,339000,24,229.52,339000,235000.00,159.11,11/20/2003,33.984411,-118.301963
627,Single Family Residential,Los Angeles,3,1,1060,5021,4.74,97,1921,424990,50,400.93,424990,271000.00,255.66,2/19/2010,33.843525,-118.297603
628,Single Family Residential,Los Angeles,3,2,2127,11501,5.41,68,1950,999000,241,469.68,1200000,57500.00,27.03,4/11/1974,33.71527,-118.302178
629,Single Family Residential,Los Angeles,4,3,2139,7307,3.42,62,1956,1250000,5,584.39,1250000,673000.00,314.63,3/11/2015,33.719366,-118.320842
630,Single Family Residential,Irvine,5,2.75,2755,5663,2.06,42,1976,1250000,106,453.72,1299888,1090000.00,395.64,6/22/2006,33.684026,-117.796694
631,Single Family Residential,Westlake Village,4,2,1731,11455,6.62,38,1980,540000,35,311.96,540000,420000.00,242.63,8/31/2012,34.266984,-118.769322
632,Single Family Residential,Westside,2,2,4837,5178,1.07,16,2002,5250000,20,1085.38,5250000,2300000.00,475.5,4/16/2014,33.993174,-118.465669
633,Townhouse,Irvine,3,2.5,1394,1000,0.72,8,2010,583000,26,418.22,610000,445500.00,319.58,5/14/2010,33.693538,-117.740124
634,Single Family Residential,Irvine,3,2,1281,3060,2.39,42,1976,569888,27,444.88,569888,262500.00,204.92,9/26/2001,33.706299,-117.782876
635,Single Family Residential,Diamond Bar,7,7,8152,49472,6.07,24,1994,6000000,21,736.02,5999000,4000000.00,490.68,7/18/2007,33.980941,-117.808346
636,Single Family Residential,Westlake Village,4,3,2174,8480,3.9,53,1965,719000,15,330.73,719000,580000.00,266.79,7/17/2015,34.278062,-118.542047
637,Single Family Residential,Los Angeles,3,2.5,1620,2997,1.85,51,1967,749999,65,462.96,780000,545000.00,336.42,12/15/2008,33.803464,-118.349607
638,Single Family Residential,Diamond Bar,4,2,2446,9660,3.95,36,1982,929000,168,379.8,945000,725000.00,296.4,7/26/2007,33.98667,-117.848103
639,Single Family Residential,Diamond Bar,4,3,2554,8204,3.21,40,1978,899000,169,352,939000,715000.00,279.95,1/29/2007,33.995381,-117.803826
640,Townhouse,Redondo Beach,3,2.5,2206,5168,2.34,34,1984,1879000,8,851.77,1879000,1299000.00,588.85,8/30/2013,33.894956,-118.389592
641,Single Family Residential,Westlake Village,5,5.5,4781,11156,2.33,12,2006,1248500,22,261.14,1248500,1154000.00,241.37,6/6/2006,34.309586,-118.743697
642,Single Family Residential,Los Angeles,3,1,1151,7227,6.28,87,1931,349900,91,304,357900,100000.00,86.88,12/4/1992,33.781943,-118.274753
643,Single Family Residential,Westlake Village,4,2.75,2465,6068,2.46,18,2000,689900,9,279.88,689900,378000.00,153.35,6/30/2000,34.260259,-118.729958
644,Single Family Residential,Irvine,5,3.5,3500,7144,2.04,18,2000,1699888,165,485.68,1899888,1175000.00,335.71,9/9/2004,33.721854,-117.744157
645,Townhouse,Los Angeles,3,2,1382,11667,8.44,45,1973,380000,157,274.96,395000,139000.00,100.58,7/13/1999,33.721898,-118.292107
646,Single Family Residential,Westlake Village,3,2,2736,5411,1.98,41,1977,1899000,181,694.08,1899000,683000.00,249.63,6/22/2000,34.146401,-118.829475
647,Single Family Residential,Redondo Beach,3,1.5,1413,5082,3.6,64,1954,1199000,6,848.55,1199000,762000.00,539.28,11/30/2012,33.894367,-118.379831
648,Single Family Residential,Los Angeles,5,5,4600,13963,3.04,56,1962,4500000,176,978.26,5000000,250000.00,54.35,8/10/1976,33.720308,-118.327046
649,Townhouse,Irvine,3,2.25,1646,2000,1.22,40,1978,670000,27,407.05,670000,600000.00,364.52,10/21/2014,33.685679,-117.798783
650,Single Family Residential,Palos Verdes Area,4,4,4750,9345,1.97,77,1941,2899000,90,610.32,3199000,2499000.00,526.11,3/1/2013,33.803096,-118.380087
651,Single Family Residential,Los Angeles,2,1,576,6212,10.78,75,1943,350000,172,607.64,350000,309000.00,536.46,2/18/2015,33.84613,-118.298438
652,Single Family Residential,Irvine,6,3,3000,5200,1.73,22,1996,1399888,63,466.63,1399888,1070000.00,356.67,5/5/2004,33.724663,-117.761479
653,Single Family Residential,Diamond Bar,7,8,8155,33023,4.05,21,1997,4480000,125,549.36,4800000,3170000.00,388.72,11/26/2013,33.974896,-117.825719
654,Single Family Residential,Los Angeles,3,1.75,1837,6635,3.61,68,1950,1299000,27,707.13,1299000,910000.00,495.37,10/8/2015,33.972787,-118.404592
655,Single Family Residential,Diamond Bar,4,3,2209,7296,3.3,53,1965,599000,22,271.16,599000,401000.00,181.53,9/9/2015,34.027448,-117.801449
656,Single Family Residential,Irvine,3,2.5,2460,3981,1.62,14,2004,1499000,148,609.35,1568000,1140000.00,463.41,1/25/2013,33.645174,-117.770212
657,Single Family Residential,Los Angeles,3,2.75,2606,6419,2.46,34,1984,849000,9,325.79,849000,440000.00,168.84,2/1/2002,33.807988,-118.319249
658,Single Family Residential,Diamond Bar,4,3,2154,11832,5.49,50,1968,715000,8,331.94,715000,565000.00,262.3,1/12/2016,34.03468,-117.801308
659,Single Family Residential,Diamond Bar,6,4.5,4323,7635,1.77,20,1998,1439000,17,332.87,1439000,930000.00,215.13,7/8/2009,33.991192,-117.843704
660,Townhouse,Irvine,3,2.5,1763,3000,1.7,9,2009,679000,32,385.14,720000,590500.00,334.94,12/21/2009,33.697732,-117.719507
661,Single Family Residential,Westlake Village,3,2,1458,8150,5.59,54,1964,549999,10,377.23,549999,410000.00,281.21,1/27/2016,34.2918,-118.700678
662,Townhouse,Redondo Beach,3,3,2068,2702,1.31,22,1996,2449000,30,1184.24,2449000,1437500.00,695.12,4/2/2007,33.90125,-118.418345
663,Single Family Residential,Diamond Bar,7,9,10164,81100,7.98,13,2005,5580000,276,549,5880000,4000000.00,393.55,11/24/2010,33.968114,-117.827827
664,Single Family Residential,Diamond Bar,6,5,3801,8865,2.33,17,2001,1800000,2,473.56,1800000,936500.00,246.38,2/20/2004,34.012353,-117.803495
665,Single Family Residential,Westlake Village,4,2,2236,11510,5.15,83,1935,575000,16,257.16,575000,369000.00,165.03,7/22/2010,34.260248,-118.674541
666,Single Family Residential,Westlake Village,5,3,2774,8236,2.97,46,1972,549000,31,197.91,559999,410500.00,147.98,1/7/2009,34.2722,-118.721721
667,Single Family Residential,Irvine,5,3.5,3000,6510,2.17,20,1998,1398000,154,466,1459000,651000.00,217,5/4/2001,33.695358,-117.805715
668,Single Family Residential,Los Angeles,3,1,973,5251,5.4,66,1952,498000,44,511.82,525000,235000.00,241.52,7/30/2012,33.866106,-118.293038
669,Townhouse,Los Angeles,3,1.5,1113,9508,8.54,45,1973,355000,31,318.96,355000,290000.00,260.56,3/18/2014,33.817173,-118.289925
670,Single Family Residential,Los Angeles,3,3,1187,3171,2.67,70,1948,999000,248,841.62,1200000,30500.00,25.7,7/27/1972,34.032496,-118.446859
671,Single Family Residential,Irvine,4,2.5,2025,3746,1.85,30,1988,915000,116,451.85,930000,383000.00,189.14,11/3/1999,33.681827,-117.819626
672,Townhouse,Irvine,3,2.5,1889,3798,2.01,40,1978,747888,3,395.92,747888,355000.00,187.93,3/25/2002,33.681833,-117.785931
673,Single Family Residential,Los Angeles,3,2,1802,6905,3.83,64,1954,739000,2,410.1,739000,287500.00,159.54,6/17/1998,33.805146,-118.310014
674,Single Family Residential,Irvine,4,3.75,2600,4473,1.72,21,1997,1328000,17,510.77,1328000,920000.00,353.85,12/14/2012,33.724784,-117.763053
675,Single Family Residential,Westlake Village,3,2,2526,5352,2.12,40,1978,1650000,1,653.21,1650000,200000.00,79.18,6/16/1978,34.147177,-118.830244
676,Townhouse,Westside,2,2.5,1670,7498,4.49,17,2001,1568000,10,938.92,1568000,930000.00,556.89,6/18/2012,34.025383,-118.499582
677,Single Family Residential,Diamond Bar,4,2.5,2505,14090,5.62,51,1967,650000,65,259.48,680000,460000.00,183.63,10/27/2009,34.033028,-117.80455
678,Single Family Residential,Diamond Bar,6,5,4278,10201,2.38,19,1999,1688800,1,394.76,1688800,1218500.00,284.83,11/6/2008,33.991538,-117.846746
679,Single Family Residential,Diamond Bar,4,3,2796,7626,2.73,32,1986,988888,231,353.68,1300000,275000.00,98.35,4/20/1999,33.996893,-117.85391
680,Single Family Residential,Westlake Village,4,2,1687,8106,4.8,57,1961,474000,34,280.97,489000,264000.00,156.49,10/1/2010,34.278742,-118.745515
681,Single Family Residential,Los Angeles,4,3,2750,5596,2.03,69,1949,1439000,21,523.27,1439000,335000.00,121.82,10/13/1989,33.968607,-118.383314
682,Single Family Residential,Westlake Village,4,4,3293,5500,1.67,41,1977,2450000,47,744,2450000,750000.00,227.76,11/15/1994,34.145298,-118.831038
683,Single Family Residential,Westlake Village,5,3,3195,5527,1.73,13,2005,1068500,55,334.43,1068500,1030000.00,322.38,9/30/2005,34.279091,-118.583089
684,Single Family Residential,Westlake Village,5,4,3879,9089,2.34,20,1998,879950,140,226.85,879950,519000.00,133.8,7/10/2000,34.232722,-118.804658
685,Single Family Residential,Los Angeles,3,2.5,1840,2500,1.36,12,2006,649000,6,352.72,649000,690000.00,375,6/14/2007,33.717095,-118.289152
686,Single Family Residential,Irvine,4,2.75,2594,5400,2.08,44,1974,998000,41,384.73,998000,787500.00,303.59,5/19/2015,33.692904,-117.795091
687,Single Family Residential,Los Angeles,4,3,2764,4728,1.71,14,2004,800000,13,289.44,800000,740000.00,267.73,8/27/2004,33.796003,-118.325215
688,Single Family Residential,Westside,4,3,2500,3811,1.52,100,1918,6950000,138,2780,7950000,1250000.00,500,1/23/2012,34.008198,-118.492055
689,Single Family Residential,Diamond Bar,5,3,1814,15018,8.28,40,1978,629999,159,347.3,649999,440000.00,242.56,11/11/2008,33.989376,-117.83482
690,Single Family Residential,Los Angeles,3,1.75,1492,5505,3.69,56,1962,629500,1,421.92,629500,529000.00,354.56,7/9/2004,33.797415,-118.32105
691,Single Family Residential,Westlake Village,3,2.5,1845,6826,3.7,40,1978,625000,6,338.75,625000,240000.00,130.08,10/5/1995,34.287263,-118.690714
692,Single Family Residential,Los Angeles,3,1.5,1214,3200,2.64,95,1923,475000,23,391.27,540000,492500.00,405.68,11/3/2006,33.723751,-118.300972
693,Single Family Residential,Westlake Village,4,3,2857,6637,2.32,17,2001,900000,59,315.02,849000,680000.00,238.01,6/15/2011,34.277779,-118.581128
694,Single Family Residential,Los Angeles,3,1,796,7465,9.38,67,1951,939405,42,1003.77,906990,1011097.00,961.06,4/21/2015,33.822258,-118.364921
695,Single Family Residential,Diamond Bar,5,5,4990,50044,10.03,40,1978,1990000,401,398.8,2150000,1180000.00,236.47,8/18/2010,33.987758,-117.812602
696,Single Family Residential,Diamond Bar,4,2,2446,9660,3.95,36,1982,929000,77,379.8,945000,725000.00,296.4,7/26/2007,33.98667,-117.848103
697,Single Family Residential,Los Angeles,4,1.75,1872,14155,7.56,67,1951,785000,32,419.34,785000,260000.00,138.89,4/1/1999,33.734598,-118.305225
698,Single Family Residential,Westside,3,2.5,2367,6002,2.54,76,1942,1349000,14,569.92,1349000,574000.00,242.5,6/25/2002,33.965014,-118.392156
699,Single Family Residential,Westside,5,5,6138,8930,1.45,27,1991,5600000,126,912.35,5600000,3720000.00,606.06,9/7/2007,34.039035,-118.496439
700,Single Family Residential,Westside,4,4,2927,8934,3.05,91,1927,3580000,66,1223.1,3680000,2500000.00,854.12,5/16/2012,34.037213,-118.494995
701,Single Family Residential,Westlake Village,4,5,3923,18358,4.68,26,1992,1035000,29,263.83,1035000,575000.00,146.57,7/20/2001,34.2876,-118.565137
702,Single Family Residential,Westlake Village,4,2.75,2018,8406,4.17,16,2002,614000,16,304.26,619000,455000.00,225.47,2/8/2010,34.265011,-118.667897
703,Single Family Residential,Los Angeles,4,1.75,1872,14155,7.56,67,1951,785000,32,419.34,785000,260000.00,138.89,4/1/1999,33.734598,-118.305225
704,Single Family Residential,Los Angeles,3,1.75,1198,5206,4.35,59,1959,459000,37,383.14,459000,190000.00,158.6,7/29/2000,33.822252,-118.285578
705,Single Family Residential,Westlake Village,4,5,5192,12134,2.34,12,2006,1499000,78,288.71,1499000,1265000.00,243.64,8/27/2009,34.297368,-118.57695
706,Single Family Residential,Westlake Village,3,2,1205,6618,5.49,55,1963,479900,6,398.26,479900,347000.00,287.97,3/11/2011,34.273336,-118.789115
707,Single Family Residential,Diamond Bar,4,3,1773,10687,6.03,53,1965,649900,198,366.55,649900,21500.00,12.13,10/20/1978,34.024871,-117.797079
708,Single Family Residential,Westside,3,2,1458,5490,3.77,72,1946,840000,3,576.13,840000,264500.00,181.41,6/21/1999,33.957395,-118.405335
709,Single Family Residential,Westlake Village,5,3,2115,9545,4.51,48,1970,725000,9,342.79,725000,749950.00,354.59,2/19/2007,34.280822,-118.547131
710,Single Family Residential,Westlake Village,4,3,3094,7763,2.51,17,2001,784000,24,253.39,784000,699900.00,226.21,4/12/2013,34.255058,-118.810562
711,Single Family Residential,Palos Verdes Area,3,1.75,1358,10781,7.94,61,1957,1025000,10,754.79,1025000,895000.00,659.06,4/20/2007,33.785401,-118.376555
712,Single Family Residential,Los Angeles,4,2,1875,8429,4.5,69,1949,720000,171,384,720000,220000.00,117.33,10/27/1994,33.81968,-118.313196
713,Single Family Residential,Irvine,4,4,3000,4950,1.65,42,1976,1198000,24,399.33,1300000,1045000.00,348.33,7/14/2006,33.683189,-117.800919
714,Single Family Residential,Los Angeles,3,1.75,1288,6001,4.66,58,1960,505000,7,392.08,505000,163000.00,126.55,9/4/1997,33.904976,-118.369345
715,Single Family Residential,Irvine,4,3.5,2990,4462,1.49,37,1981,1295000,52,433.11,1295000,235000.00,78.6,2/2/1998,33.671523,-117.819539
716,Single Family Residential,Westlake Village,4,2.5,2206,10875,4.93,30,1988,624900,20,283.27,624900,419500.00,190.16,10/18/2002,34.257418,-118.742661
717,Single Family Residential,Los Angeles,3,1,1120,5879,5.25,64,1954,710000,111,633.93,720000,630000.00,562.5,8/7/2007,33.856665,-118.361643
718,Single Family Residential,Westlake Village,3,1.75,2100,8000,3.81,54,1964,549000,105,261.43,559000,233000.00,110.95,4/28/1999,,
719,Single Family Residential,Diamond Bar,4,2.75,2712,9192,3.39,40,1978,829000,326,305.68,829000,370000.00,136.43,8/28/1990,33.966378,-117.837874
720,Single Family Residential,Westlake Village,4,2,2098,12054,5.75,46,1972,550000,11,262.15,550000,265000.00,126.31,12/2/1998,34.284371,-118.757895
721,Single Family Residential,Westlake Village,6,4.5,4453,46799,10.51,14,2004,959000,15,215.36,959000,1300000.00,291.94,5/20/2005,34.26192,-118.682268
722,Single Family Residential,Diamond Bar,8,7,8725,53110,6.09,43,1975,5304082,77,593.7,5395021,447656.00,38.85,6/30/2000,33.970252,-117.831333
723,Single Family Residential,Diamond Bar,4,2.5,2796,8951,3.2,34,1984,1349000,41,482.47,1349000,1228000.00,439.2,3/18/2014,33.99358,-117.833154
724,Single Family Residential,Diamond Bar,4,3,3253,11036,3.39,33,1985,1098000,113,337.53,1198000,650000.00,199.82,5/27/2004,33.993648,-117.795069
725,Single Family Residential,Los Angeles,1,1,606,3082,5.09,95,1923,385000,3,635.31,385000,145000.00,239.27,5/4/2001,33.732621,-118.301022
726,Single Family Residential,Westlake Village,4,3,3213,10129,3.15,37,1981,949000,49,295.36,949000,420000.00,130.72,12/21/1998,34.288758,-118.534076
727,Single Family Residential,Los Angeles,3,2,1296,3360,2.59,82,1936,369000,356,284.72,385000,299000.00,230.71,12/30/2009,33.988116,-118.301633
728,Single Family Residential,Irvine,4,3,2489,5940,2.39,38,1980,1165000,32,468.06,1165000,615000.00,247.09,12/13/2002,33.673445,-117.810223
729,Single Family Residential,Westside,2,1,1170,4726,4.04,104,1914,1850000,6,1581.2,1850000,150000.00,128.21,9/17/2015,33.995642,-118.462212
730,Single Family Residential,Westlake Village,4,3.5,3134,11063,3.53,6,2012,1168000,7,372.69,1168000,790000.00,252.07,12/7/2012,34.284017,-118.584641
731,Single Family Residential,Westlake Village,5,4.5,4346,18073,4.16,13,2005,1199000,21,275.89,1199000,876660.00,201.72,7/5/2011,34.303053,-118.699324
732,Single Family Residential,Westlake Village,3,2.5,2593,10890,4.2,38,1980,850000,40,327.81,850000,439000.00,169.3,8/15/2000,34.278604,-118.532309
733,Single Family Residential,Westside,3,2.5,2544,2701,1.06,18,2000,2995000,34,1177.28,2995000,985000.00,387.19,4/23/2002,33.982847,-118.467505
734,Single Family Residential,Los Angeles,3,1,1314,4804,3.66,105,1913,340000,52,258.75,340000,261402.00,198.94,1/7/2016,33.987276,-118.29898
735,Single Family Residential,Los Angeles,4,4,2508,4914,1.96,67,1951,685000,139,273.13,749000,447000.00,178.23,4/7/2015,33.747222,-118.302696
736,Single Family Residential,Westlake Village,3,1.75,1872,7989,4.27,48,1970,649950,7,347.2,649950,639000.00,341.35,7/29/2005,34.281303,-118.547415
737,Single Family Residential,Westside,3,2,1500,6004,4,62,1956,1499000,91,999.33,1699000,455000.00,303.33,12/1/1998,34.004918,-118.466675
738,Single Family Residential,Irvine,4,2.75,1995,5100,2.56,21,1997,1021316,15,458.65,1100089,779990.00,333.33,11/20/2012,33.692274,-117.809169
739,Single Family Residential,Diamond Bar,3,2,1379,6705,4.86,30,1988,732281,53,412.62,719280,790131.00,412.62,10/28/2005,34.02041,-117.790211
740,Single Family Residential,Westlake Village,4,2.5,2159,8563,3.97,31,1987,725000,41,335.8,725000,570000.00,264.01,8/13/2010,34.244947,-118.821336
741,Single Family Residential,Diamond Bar,4,2.75,3253,9934,3.05,33,1985,999000,211,307.1,1150000,932000.00,286.5,8/2/2007,33.992878,-117.797432
742,Townhouse,Westside,2,2.25,1219,6106,5.01,57,1961,799000,6,655.46,799000,610000.00,500.41,4/26/2013,34.034799,-118.481199
743,Single Family Residential,Irvine,3,2,1808,4900,2.71,41,1977,849900,2,470.08,830000,585000.00,323.56,12/22/2003,33.687972,-117.791962
744,Single Family Residential,Los Angeles,4,3.5,3402,24179,7.11,88,1930,2150000,20,631.98,2150000,610000.00,179.31,12/15/2000,34.108316,-118.261946
745,Single Family Residential,Los Angeles,2,2,998,5569,5.58,69,1949,799000,85,800.6,799000,117500.00,117.74,7/1/1996,34.082916,-118.272141
746,Single Family Residential,Westlake Village,5,4.75,5976,65340,10.93,29,1989,2650000,59,443.44,2650000,1600000.00,267.74,2/2/2004,34.193033,-118.790122
747,Single Family Residential,Westlake Village,4,3.5,4732,12263,2.59,12,2006,1250000,123,264.16,1250000,1593000.00,336.64,3/9/2006,34.303592,-118.697624
748,Single Family Residential,Diamond Bar,4,3,2796,8951,3.2,34,1984,1288000,167,460.66,1349000,1228000.00,439.2,3/18/2014,33.99358,-117.833154
749,Single Family Residential,Westside,2,2,1882,4802,2.55,12,2006,2100000,49,1115.83,2100000,1600000.00,850.16,5/27/2014,33.999144,-118.466963
750,Single Family Residential,Redondo Beach,3,2.25,1786,2507,1.4,39,1979,910000,8,509.52,910000,798500.00,447.09,7/14/2005,33.87179,-118.384559
751,Single Family Residential,Redondo Beach,3,3,1268,5175,4.08,62,1956,1179000,1,929.81,1179000,665000.00,524.45,1/29/2014,33.879603,-118.371111
752,Single Family Residential,Los Angeles,3,1.5,1300,5227,4.02,60,1958,825000,176,634.62,850000,615000.00,473.08,4/1/2005,33.718052,-118.291816
753,Single Family Residential,Westlake Village,4,3,2556,8384,3.28,34,1984,724950,6,283.63,724950,572000.00,223.79,8/29/2008,34.287929,-118.737502
754,Single Family Residential,Westlake Village,5,2,1596,10000,6.27,55,1963,499000,34,312.66,499000,173000.00,108.4,7/13/1995,34.264627,-118.741115
755,Single Family Residential,Westside,4,1,1518,8528,5.62,78,1940,1980000,191,1304.35,1980000,1185000.00,780.63,3/3/2006,34.006199,-118.472037
756,Single Family Residential,Los Angeles,3,2.25,1468,6004,4.09,99,1919,519000,1,353.54,519000,285000.00,194.14,7/9/2015,33.795459,-118.294988
757,Single Family Residential,Westside,2,2,1545,5303,3.43,68,1950,1995000,15,1291.26,1995000,1175000.00,760.52,2/15/2005,33.996203,-118.467829
758,Single Family Residential,Westlake Village,7,9,13000,87120,6.7,27,1991,4950000,1047,380.77,4950000,3575000.00,275,5/22/2000,34.193482,-118.799945
759,Townhouse,Westside,2,2.5,1805,8424,4.67,27,1991,1985000,29,1099.72,2288000,400000.00,221.61,6/15/1999,34.004557,-118.487505
760,Townhouse,Irvine,3,2.25,1650,2000,1.21,13,2005,708888,261,429.63,699000,668500.00,405.15,10/19/2005,33.697625,-117.753904
761,Single Family Residential,Westside,3,1,1212,5866,4.84,67,1951,2995000,11,2471.12,2995000,630000.00,519.8,3/24/2005,34.029427,-118.456581
762,Single Family Residential,Diamond Bar,4,3,2522,10630,4.21,31,1987,937777,15,371.84,93777700,266000.00,105.47,7/31/1996,34.004221,-117.788622
763,Single Family Residential,Westlake Village,4,2.5,1725,6500,3.77,54,1964,527500,2,305.8,527500,430000.00,249.28,4/7/2010,34.265818,-118.757289
764,Single Family Residential,Los Angeles,3,1.75,1473,6213,4.22,56,1962,794000,2,539.04,794000,675000.00,458.25,11/12/2004,33.81272,-118.357058
765,Single Family Residential,Irvine,5,5.75,3700,13730,3.71,18,2000,2149999,253,581.08,2299999,812500.00,219.59,10/31/2000,33.720309,-117.741672
766,Single Family Residential,Los Angeles,3,2,1106,5000,4.52,68,1950,589900,131,533.36,639900,455000.00,411.39,3/18/2015,33.860055,-118.329233
767,Single Family Residential,Diamond Bar,5,3.5,6288,49977,7.95,40,1978,2750000,18,437.34,2750000,1070000.00,170.17,8/27/1992,33.977146,-117.825341
768,Single Family Residential,Diamond Bar,5,2.5,1760,13056,7.42,54,1964,803878,106,334.66,794808,660663.00,255.68,5/18/2011,34.021739,-117.797282
769,Single Family Residential,Los Angeles,4,3,2078,4497,2.16,12,2006,439000,15,211.26,439000,352450.00,169.61,11/15/2008,33.786899,-118.25326
770,Single Family Residential,Los Angeles,2,1,732,2571,3.51,64,1954,299900,3,409.7,299900,255000.00,348.36,8/30/2007,33.834483,-118.27736
771,Single Family Residential,Westlake Village,5,4.5,3180,24762,7.79,19,1999,869000,203,273.27,899000,655000.00,205.97,1/14/2011,34.237572,-118.789253
772,Single Family Residential,Westlake Village,4,5,5192,12134,2.34,12,2006,1499000,78,288.71,1499000,1265000.00,243.64,8/27/2009,34.295644,-118.576942
773,Single Family Residential,Irvine,5,3.5,2550,7000,2.75,4,2014,1249888,2,490.15,1249888,1041500.00,408.43,6/6/2014,33.698514,-117.72211
774,Single Family Residential,Irvine,4,4,3000,4792,1.6,42,1976,1298800,104,432.93,1398888,445000.00,148.33,4/18/1997,33.683189,-117.800919
775,Single Family Residential,Westside,2,2.5,1952,2400,1.23,31,1987,2999000,22,1536.37,2999000,1735010.00,888.84,1/5/2005,33.985882,-118.466363
776,Single Family Residential,Westside,3,2,1174,7524,6.41,95,1923,3070000,1230,2614.99,1975000,2100000.00,1788.76,2/19/2008,34.033596,-118.495506
777,Townhouse,Westside,2,3,1383,12596,9.11,39,1979,759000,191,548.81,699000,470000.00,339.84,9/5/2012,34.024476,-118.46404
778,Single Family Residential,Westside,4,3,2450,7200,2.94,67,1951,1445000,40,589.8,1495000,996000.00,406.53,5/23/2006,33.958995,-118.423972
779,Single Family Residential,Redondo Beach,3,3,1838,2505,1.36,28,1990,1197000,184,651.25,997000,747000.00,406.42,11/30/2004,33.872614,-118.384091
780,Single Family Residential,Irvine,4,3.5,3261,4964,1.52,6,2012,969988,112,297.45,999990,817034.00,250.55,6/27/2012,33.71105,-117.76161
781,Single Family Residential,Los Angeles,2,1,1178,7407,6.29,67,1951,714500,16,606.54,714500,320000.00,271.65,7/2/1992,33.973279,-118.381893
782,Single Family Residential,Irvine,4,4.5,3400,7693,2.26,15,2003,2050000,409,602.94,179999,1437000.00,422.65,9/1/2004,33.625953,-117.82563
783,Single Family Residential,Westlake Village,5,3,2637,7105,2.69,41,1977,899000,112,340.92,939000,800000.00,303.38,5/6/2005,34.167411,-118.830889
